"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","POSTID","URL","TEXTO","FECHA","COMMENTS","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund","...13","datahoraposi"
"85","Heute ist #Aschermittwoch, der Beginn der Fastenzeit. Für viele ist es eine Zeit zum Besinnen und Innehalten. Unsere Gedanken und Solidarität sind beim Volk der #Ukraine. Wir bewundern ihren Mut und den Willen, ihre Freiheit zu verteidigen und trauern mit ihnen um die Opfer.

@cducsubt #StandWithUkraine 🇺🇦","2022-03-02T01:00:11","Publicación de Instagram",217,8,NA,NA,1,0,"2022-03-02","01:00:11","ist #Asche","https://www.instagram.com/p/CamA1toKxy-/","Heute ist #Aschermittwoch, der Beginn der Fastenzeit. Für viele ist es eine Zeit zum Besinnen und Innehalten. Unsere Gedanken und Solidarität sind beim Volk der #Ukraine. Wir bewundern ihren Mut und den Willen, ihre Freiheit zu verteidigen und trauern mit ihnen um die Opfer.

@cducsubt #StandWithUkraine 🇺🇦
9 Wo.",2022-03-02,0,"Unterseiteworter","inzwischen","gebastelt","Religiön","Aschermittwoch / Ukraine",1,"unterstutzung",NA,2022-03-02 01:00:11
"86","Der Krieg in der #Ukraine bestimmt seit knapp einer Woche die Nachrichtenlage. Viele von uns informieren sich auch über Social Media über die aktuellen Ereignisse. Doch längst nicht alle Informationen, Bilder und Videos, die dort gepostet werden, sind authentisch. Von #Russland aus werden gezielt #Falschinformationen gestreut. 

Wir haben in unserer #Slideshow ein paar Tipps zusammengestellt, wie man seriöse Berichterstattung von Fakenews unterscheiden kann. Außerdem geht es darum, was man tun kann, wenn einem die ganzen Informationen und Bilder zu viel werden und wo man konkret helfen kann. SWIPE ➡","2022-03-01T22:07:06","Publicación de Instagram",184,6,NA,NA,0,0,"2022-03-01","22:07:06","ieg in der","https://www.instagram.com/p/CaltB-GKmVw/","Der Krieg in der #Ukraine bestimmt seit knapp einer Woche die Nachrichtenlage. Viele von uns informieren sich auch über Social Media über die aktuellen Ereignisse. Doch längst nicht alle Informationen, Bilder und Videos, die dort gepostet werden, sind authentisch. Von #Russland aus werden gezielt #Falschinformationen gestreut.

Wir haben in unserer #Slideshow ein paar Tipps zusammengestellt, wie man seriöse Berichterstattung von Fakenews unterscheiden kann. Außerdem geht es darum, was man tun kann, wenn einem die ganzen Informationen und Bilder zu viel werden und wo man konkret helfen kann. SWIPE ➡
9 Wo.",2022-03-02,0,"worter","worter","gebastelt","Ukraine","Desinformation",6,"info",NA,2022-03-01 22:07:06
"87","Endlich wieder Energie⚡️Tagungen in Präsenz.

Der #Strukturwandel-Kongress des BDEW Bundesverband d. Energie & Wasserwirtschaft ist wie ein Klassentreffen nach zwei Jahren Pandemie 😷 

Gleich noch mit Ministerpräsident Michael Kretschmer im Podium.

Hier das Tagungsprogramm: https://md.bdew.de/media/documents/LG-MD_22_03_01_Programm_Internet_25_01_2022.pdf","2022-03-01T09:03:57","Publicación de Instagram",199,21,NA,NA,0,0,"2022-03-01","09:03:57","h wieder E","https://www.instagram.com/p/CakTaB4qa3A/","Endlich wieder Energie⚡️Tagungen in Präsenz.

Der #Strukturwandel-Kongress des BDEW Bundesverband d. Energie & Wasserwirtschaft ist wie ein Klassentreffen nach zwei Jahren Pandemie 😷

Gleich noch mit Ministerpräsident Michael Kretschmer im Podium.

Hier das Tagungsprogramm: https://md.bdew.de/media/documents/LG-MD_22_03_01_Programm_Internet_25_01_2022.pdf
9 Wo.",2022-03-01,0,"aktivitäten","bild","spontan","Energie","Strukturwandels/Arbeit",1,"aktivitäten_teilen",NA,2022-03-01 09:03:57
"88","🇺🇦 #Sachsen steht an der Seite der #Ukraine und der vielen Menschen, die unter dem Einmarsch russischer Truppen leiden müssen!

Heute hat das Kabinett in Abstimmung mit den Koalitionsfraktionen erste Maßnahmen beschlossen, um zu helfen:

✅ In der Staatskanzlei wird ein Koordinierungsauschuss Ukraine eingerichtet, der u.a. die Unterbringung ukrainischer Flüchtlinge in Sachsen organisieren soll
✅ Sachsen wird ein amtliches Hilfsportal für Bürger und Vereine einrichten
✅ 250.000 Euro werden der Woiwodschaft Niederschlesien für die Unterbringung von Flüchtlingen zur Verfügung gestellt
✅ 250.000 Euro sind für die Unterstützung der Menschen in den neun sächsischen Städtepartnerschaften mit der #Ukraine vorgesehen
✅ 100.000 Euro gehen an die Ukraine-Stiftung für Hilfsangebote vor Ort

@cdu_slt: ""Krieg kennt nur Verlierer, vor allem in der Zivilbevölkerung. Insofern bei allem was dort passiert: Es braucht jetzt entschlossene und konsequente Hilfe für die Menschen.""","2022-03-01T07:53:23","Publicación de Instagram",168,8,NA,NA,0,0,"2022-03-01","07:53:23","chsen steh","https://www.instagram.com/p/CakLVGoKRbd/","🇺🇦 #Sachsen steht an der Seite der #Ukraine und der vielen Menschen, die unter dem Einmarsch russischer Truppen leiden müssen!

Heute hat das Kabinett in Abstimmung mit den Koalitionsfraktionen erste Maßnahmen beschlossen, um zu helfen:

✅ In der Staatskanzlei wird ein Koordinierungsauschuss Ukraine eingerichtet, der u.a. die Unterbringung ukrainischer Flüchtlinge in Sachsen organisieren soll
✅ Sachsen wird ein amtliches Hilfsportal für Bürger und Vereine einrichten
✅ 250.000 Euro werden der Woiwodschaft Niederschlesien für die Unterbringung von Flüchtlingen zur Verfügung gestellt
✅ 250.000 Euro sind für die Unterstützung der Menschen in den neun sächsischen Städtepartnerschaften mit der #Ukraine vorgesehen
✅ 100.000 Euro gehen an die Ukraine-Stiftung für Hilfsangebote vor Ort

@cdu_slt: ""Krieg kennt nur Verlierer, vor allem in der Zivilbevölkerung. Insofern bei allem was dort passiert: Es braucht jetzt entschlossene und konsequente Hilfe für die Menschen.""
9 Wo.",2022-03-01,0,"worter","worter","gebastelt","Ukraine",NA,5,"unterstutzung",NA,2022-03-01 07:53:23
"89","Was wir heute im Deutschen #Bundestag erlebt haben, ist nichts anderes als die Neuausrichtung unserer Sicherheits- und Verteidigungspolitik. Ein klares Bekenntnis zum 2 %-Ziel, klare Worte gegenüber #Putin und große Solidarität mit den Ukrainern, das hat heute weite Teile des Parlaments vereint. 150.000 auf der Straße des 17. Juni und Tausende im ganzen Land - allein 10.000 Menschen vor der Frauenkirche Dresden - geben ein starkes Signal der Geschlossenheit unseres Landes ab. #standwithukraine

Als @bundeskanzler @olafscholz in seiner Rede all den Menschen dankt, die gegen #PutinsKrieg auf die Straßen gehen, insbesondere den mutigen Menschen in #Russland, steht der gesamte #Bundestag auf und applaudiert.
Nur eine Fraktion bleibt in diesem Moment sitzen: Das ist die #AfD!

Bei der heutigen Debatte im Deutschen Bundestag wurde klar: Der einzige, der für diesen Krieg in der #Ukraine 🇺🇦 verantwortlich ist, ist Wladimir Putin. Unser Fraktionschef @merzcdu  fasste in aller Deutlichkeit zusammen: „Wir erleben einen Angriffskrieg mitten in Europa. Der verantwortliche Mann heißt Wladimir Putin. Aus dem lupenreinen Demokraten, der er nie war, ist nun endgültig und für alle sichtbar ein Kriegsverbrecher geworden.”

“Wichtig ist das klare und unmissverständliche Signal vom heutigen Tag: genug ist genug, das Spiel ist aus!“ 
➡️ Mehr unter https://www.cducsu.de/themen/aussen-europa-und-verteidigung/bundestag-stellt-sich-die-seite-der-ukraine

@cducsubt","2022-02-27T14:18:49","Publicación de Instagram",371,38,NA,NA,1,0,"2022-02-27","14:18:49","r heute im","https://www.instagram.com/p/Caft2V1I3Xt/","Was wir heute im Deutschen #Bundestag erlebt haben, ist nichts anderes als die Neuausrichtung unserer Sicherheits- und Verteidigungspolitik. Ein klares Bekenntnis zum 2 %-Ziel, klare Worte gegenüber #Putin und große Solidarität mit den Ukrainern, das hat heute weite Teile des Parlaments vereint. 150.000 auf der Straße des 17. Juni und Tausende im ganzen Land - allein 10.000 Menschen vor der Frauenkirche Dresden - geben ein starkes Signal der Geschlossenheit unseres Landes ab. #standwithukraine

Als @bundeskanzler @olafscholz in seiner Rede all den Menschen dankt, die gegen #PutinsKrieg auf die Straßen gehen, insbesondere den mutigen Menschen in #Russland, steht der gesamte #Bundestag auf und applaudiert.
Nur eine Fraktion bleibt in diesem Moment sitzen: Das ist die #AfD!

Bei der heutigen Debatte im Deutschen Bundestag wurde klar: Der einzige, der für diesen Krieg in der #Ukraine 🇺🇦 verantwortlich ist, ist Wladimir Putin. Unser Fraktionschef @merzcdu fasste in aller Deutlichkeit zusammen: „Wir erleben einen Angriffskrieg mitten in Europa. Der verantwortliche Mann heißt Wladimir Putin. Aus dem lupenreinen Demokraten, der er nie war, ist nun endgültig und für alle sichtbar ein Kriegsverbrecher geworden.”

“Wichtig ist das klare und unmissverständliche Signal vom heutigen Tag: genug ist genug, das Spiel ist aus!“
➡️ Mehr unter https://www.cducsu.de/themen/aussen-europa-und-verteidigung/bundestag-stellt-sich-die-seite-der-ukraine

@cducsubt
10 Wo.",2022-02-27,0,"aktivitäten","bild","spontan","Ukraine",NA,7,"meinung_teilen",NA,2022-02-27 14:18:49
"90","Despoten haben keine Zukunft. Wir danken dem ukrainischen Volk und seinem Präsidenten für den eindrucksvollen Mut. Die demokratischen Gesellschaften stehen zusammen. Wir senden ein klares Zeichen der Solidarität für #Frieden, #Freiheit und #Demokratie! #StandWithUkraine 🇺🇦

@merzcdu hält im Deutschen #Bundestag eine starke, kantige und klare Rede zur aktuellen Lage. Klare Botschaften in Reaktion auf die #Regierungserklärung von @bundeskanzler @olafscholz, kantig in der Abgrenzung zur #AfD und #LINKE, stark für #Frieden und #Freiheit, #Toleranz und #Meinungsfreiheit, #Demokratie und #Menschenrechte.","2022-02-27T03:36:13","Publicación de Instagram",264,16,NA,NA,1,0,"2022-02-27","03:36:13","en haben k","https://www.instagram.com/p/CaekT3-qITZ/","Despoten haben keine Zukunft. Wir danken dem ukrainischen Volk und seinem Präsidenten für den eindrucksvollen Mut. Die demokratischen Gesellschaften stehen zusammen. Wir senden ein klares Zeichen der Solidarität für #Frieden, #Freiheit und #Demokratie! #StandWithUkraine 🇺🇦

@merzcdu hält im Deutschen #Bundestag eine starke, kantige und klare Rede zur aktuellen Lage. Klare Botschaften in Reaktion auf die #Regierungserklärung von @bundeskanzler @olafscholz, kantig in der Abgrenzung zur #AfD und #LINKE, stark für #Frieden und #Freiheit, #Toleranz und #Meinungsfreiheit, #Demokratie und #Menschenrechte.
Bearbeitet · 10 Wo.",2022-02-27,1,"Unterseiteworter","inzwischen","gebastelt","Ukraine",NA,1,"unterstutzung",NA,2022-02-27 03:36:13
"91","Es ist Krieg in #Europa. 😰
Russlands Angriffe gelten nicht nur der #Ukraine 🇺🇦.
Unser Fraktionschef @merzcdu betont:
""Es ist ein Krieg gegen die Demokratie,
gegen unsere Freiheit."" 

Die #Sanktionen waren richtig und müssen jetzt weiter verschärft werden. Dies wird zu einer weitgehenden Isolierung Russlands führen – diplomatisch, politisch, ökonomisch.

Als @cducsubt werden wir die Bundesregierung und die Europäische Union 🇪🇺 bei all diesen Bemühungen unterstützen.","2022-02-24T11:46:48","Publicación de Instagram",229,11,NA,NA,0,0,"2022-02-24","11:46:48"," Krieg in ","https://www.instagram.com/p/CaXuEaqqTKG/","Es ist Krieg in #Europa. 😰
Russlands Angriffe gelten nicht nur der #Ukraine 🇺🇦.
Unser Fraktionschef @merzcdu betont:
""Es ist ein Krieg gegen die Demokratie,
gegen unsere Freiheit.""

Die #Sanktionen waren richtig und müssen jetzt weiter verschärft werden. Dies wird zu einer weitgehenden Isolierung Russlands führen – diplomatisch, politisch, ökonomisch.

Als @cducsubt werden wir die Bundesregierung und die Europäische Union 🇪🇺 bei all diesen Bemühungen unterstützen.
10 Wo.",2022-02-24,0,"worter","worter","gebastelt","Ukraine",NA,1,"unterstutzung",NA,2022-02-24 11:46:48
"92","Seit 04:14 Uhr wird angegriffen… Schlimm!
Putin greift mit Rückendeckung von China 🇨🇳 ein freies Land an.
🇺🇦 #FreeUkraine 🕊

@zdfheute 04:14 Uhr: Putin kündigt Offensive in der Ukraine an","2022-02-24T01:20:33","Publicación de Instagram",419,40,NA,NA,0,14,"2022-02-24","01:20:33","4:14 Uhr w","https://www.instagram.com/p/CaWmZnCoSHB/","Seit 04:14 Uhr wird angegriffen… Schlimm!
Putin greift mit Rückendeckung von China 🇨🇳 ein freies Land an.
🇺🇦 #FreeUkraine 🕊

@zdfheute 04:14 Uhr: Putin kündigt Offensive in der Ukraine an
10 Wo.",2022-02-24,0,"landschaft","bild","spontan","Ukraine",NA,1,"meinung_teilen",NA,2022-02-24 01:20:33
"93","✌️ Meine Politische Patenschaft für Andrei #Kuznechyk #FreeBelarus

UNTERSTÜTZUNG FÜR POLITISCHE GEFANGENE IN #BELARUS

Im Jahr 2020 hat die deutsch-schweizerische Menschenrechtsorganisation #Libereco – Partnership for Human Rights eine Solidaritäts-Kampagne für politische Gefangene in dem EU-Nachbarstaat gestartet.

Mit der Kampagne #WeStandBYyou ruft Libereco nun dazu auf, sich solidarisch mit allen Menschen in Belarus zu erklären, die sich für freie und faire Wahlen, die Demokratisierung des Landes, Rechtsstaatlichkeit sowie die Wahrung der #Menschenrechte engagieren.

Alle, die an der Seite der politisch Verfolgten in Belarus stehen, können ihre Solidarität unter Verwendung des Hashtags #WeStandBYyou in den sozialen Medien zum Ausdruck bringen und dort das Kampagnen-Motiv verbreiten. Im Rahmen der Kampagne erklären sich Abgeordnete europäischer Parlamente dazu bereit, eine Patenschaft für politische Gefangene in Belarus zu übernehmen und sich für deren Freilassung zu engagieren.

""Die Einhaltung und Bewahrung der Menschenrechte ist für mich eine Selbstverständlichkeit. Es ist grausig, dass Menschenrechte auf unserem europäischen Kontinent mit Füßen getreten wird. Seit den Präsidentschaftswahlen von 2020 sind die Menschen in Belarus auf die Straße gegangen, um gegen die staatliche Willkür und für freie Wahlen einzustehen. Als Ergebnis sind unzählige Menschen inhaftiert wurden.

Einer davon ist Andrei Kuznechyk, Journalist bei Radio Svaboda. Es liegt nahe, dass auch seine Verhaftung politisch motiviert ist und ein weiteres Puzzlestück der belarussischen Zensur und Unterdrückung der Meinungsfreiheit ist. Deshalb fordere ich auf, Andrei Kuznechyk und alle anderen politischen Gefangenen umgehend freizulassen und der belarussischen Bevölkerung endlich seine demokratischen Rechte zuzugestehen!""

Nach den völkerrechtswidrigen Aktionen von #Russland 🇷🇺 gegen #Ukraine 🇺🇦 in den letzten Tagen besteht die Sorge, dass weitere Annexionen folgen könnten… 🤨 auch deshalb habe ich jetzt diese #politischePatenschaft übernommen. 🙋🏻‍♂️

#FreeAndrei #HumanRigths","2022-02-22T22:15:19","Publicación de Instagram",314,12,NA,NA,0,0,"2022-02-22","22:15:19","ne Politis","https://www.instagram.com/p/CaTsZ9Aqk4h/","✌️ Meine Politische Patenschaft für Andrei #Kuznechyk #FreeBelarus

UNTERSTÜTZUNG FÜR POLITISCHE GEFANGENE IN #BELARUS

Im Jahr 2020 hat die deutsch-schweizerische Menschenrechtsorganisation #Libereco – Partnership for Human Rights eine Solidaritäts-Kampagne für politische Gefangene in dem EU-Nachbarstaat gestartet.

Mit der Kampagne #WeStandBYyou ruft Libereco nun dazu auf, sich solidarisch mit allen Menschen in Belarus zu erklären, die sich für freie und faire Wahlen, die Demokratisierung des Landes, Rechtsstaatlichkeit sowie die Wahrung der #Menschenrechte engagieren.

Alle, die an der Seite der politisch Verfolgten in Belarus stehen, können ihre Solidarität unter Verwendung des Hashtags #WeStandBYyou in den sozialen Medien zum Ausdruck bringen und dort das Kampagnen-Motiv verbreiten. Im Rahmen der Kampagne erklären sich Abgeordnete europäischer Parlamente dazu bereit, eine Patenschaft für politische Gefangene in Belarus zu übernehmen und sich für deren Freilassung zu engagieren.

""Die Einhaltung und Bewahrung der Menschenrechte ist für mich eine Selbstverständlichkeit. Es ist grausig, dass Menschenrechte auf unserem europäischen Kontinent mit Füßen getreten wird. Seit den Präsidentschaftswahlen von 2020 sind die Menschen in Belarus auf die Straße gegangen, um gegen die staatliche Willkür und für freie Wahlen einzustehen. Als Ergebnis sind unzählige Menschen inhaftiert wurden.

Einer davon ist Andrei Kuznechyk, Journalist bei Radio Svaboda. Es liegt nahe, dass auch seine Verhaftung politisch motiviert ist und ein weiteres Puzzlestück der belarussischen Zensur und Unterdrückung der Meinungsfreiheit ist. Deshalb fordere ich auf, Andrei Kuznechyk und alle anderen politischen Gefangenen umgehend freizulassen und der belarussischen Bevölkerung endlich seine demokratischen Rechte zuzugestehen!""

Nach den völkerrechtswidrigen Aktionen von #Russland 🇷🇺 gegen #Ukraine 🇺🇦 in den letzten Tagen besteht die Sorge, dass weitere Annexionen folgen könnten… 🤨 auch deshalb habe ich jetzt diese #politischePatenschaft übernommen. 🙋🏻‍♂️

#FreeAndrei #HumanRigths
10 Wo.",2022-02-23,0,"spontanlars","bild","spontan","Partenschaft",NA,1,"Aktion",NA,2022-02-22 22:15:19
"94","Es ist eine hochgefährliche Lage 🇺🇦 nach der einstündigen Kriegserklärung von #Putin gestern aus #Moskau. In dieser Rede hat dieser Autokrat der #Ukraine 🇺🇦 das Existenzrecht abgesprochen. Unglaublich. Für mich in jedem Fall unerträglich. 😡

„Die Anerkennung der sogenannten ‚unabhängigen Republiken‘ im Osten der Ukraine ist nichts anderes als der Bruch des Völkerrechts.“ Das sagte #Bundespräsident #Steinmeier heute. Mit der Vernichtung des Minsker Abkommens durch die Entscheidung Präsident Putins sei die einzige Grundlage weggefallen, auf der Gespräche für eine friedliche Konfliktlösung noch stattgefunden hätten. Dies sei nicht der Weg in Dialog, sondern die Suche nach Konfrontation, so der deutsche Bundespräsident.

Mit dem Agieren Russlands 🇷🇺 wird nicht nur die Friedensordnung in Europa in Frage gestellt, es werden völkerrechtlich vereinbarte Grenzen verändert (das russische Parlament, die Duma hat bereits seine Zustimmung für den Einsatz russischer Truppen in der Ostukraine erteilt) und das Selbstbestimmungsrecht der Völker mit Füßen getreten. Zum Verzicht auf eine gewaltsame Änderung der Grenzen und zum Recht auf freie Bündniswahl hat sich freilich nicht nur der Westen bekannt; auch Moskau, ständiges Mitglied im UN-Sicherheitsrat, stimmte zu. Stehen wir deshalb an der Seite der Ukraine 🇺🇦. Denn was kommt als Nächstes in Putins Machthunger?
#Belarus, die baltischen Staaten?

Die Corona-Krise ist noch nicht so richtig zu Ende, da beschäftigt uns die von Russland herbeigeführte Ukraine-Krise. Bleiben wir beieinander und suchen eine friedliche 🕊 Lösung in diesem Konflikt. Alles andere würde bedeuten, wir hätten nicht aus der Geschichte gelernt. Die Situation ist nicht vergleichbar, erinnert aber fatal an die Annexion Österreichs infolge dessen schon einmal ein verheerender Weltkrieg in Europa begonnen hat. Mögen wir es diesmal verhindern und machen wir uns weiter keine Illusionen, mit wem wir es da in Moskau zu tun haben. Die jetzige Situation hat Putin seit langer Zeit vorbereitet.

🙏 an @manfred.weber, dass er heute in #Litauen der #Bundeswehr für ihren Einsatz gedankt hat.

🤜 #Einigkeit und #Recht und #Freiheit 🤛
@cducsubt @merzcdu @junge_union","2022-02-22T10:31:31","Publicación de Instagram",221,20,NA,NA,0,0,"2022-02-22","10:31:31"," eine hoch","https://www.instagram.com/p/CaSb3PQoKH0/","Es ist eine hochgefährliche Lage 🇺🇦 nach der einstündigen Kriegserklärung von #Putin gestern aus #Moskau. In dieser Rede hat dieser Autokrat der #Ukraine 🇺🇦 das Existenzrecht abgesprochen. Unglaublich. Für mich in jedem Fall unerträglich. 😡

„Die Anerkennung der sogenannten ‚unabhängigen Republiken‘ im Osten der Ukraine ist nichts anderes als der Bruch des Völkerrechts.“ Das sagte #Bundespräsident #Steinmeier heute. Mit der Vernichtung des Minsker Abkommens durch die Entscheidung Präsident Putins sei die einzige Grundlage weggefallen, auf der Gespräche für eine friedliche Konfliktlösung noch stattgefunden hätten. Dies sei nicht der Weg in Dialog, sondern die Suche nach Konfrontation, so der deutsche Bundespräsident.

Mit dem Agieren Russlands 🇷🇺 wird nicht nur die Friedensordnung in Europa in Frage gestellt, es werden völkerrechtlich vereinbarte Grenzen verändert (das russische Parlament, die Duma hat bereits seine Zustimmung für den Einsatz russischer Truppen in der Ostukraine erteilt) und das Selbstbestimmungsrecht der Völker mit Füßen getreten. Zum Verzicht auf eine gewaltsame Änderung der Grenzen und zum Recht auf freie Bündniswahl hat sich freilich nicht nur der Westen bekannt; auch Moskau, ständiges Mitglied im UN-Sicherheitsrat, stimmte zu. Stehen wir deshalb an der Seite der Ukraine 🇺🇦. Denn was kommt als Nächstes in Putins Machthunger?
#Belarus, die baltischen Staaten?

Die Corona-Krise ist noch nicht so richtig zu Ende, da beschäftigt uns die von Russland herbeigeführte Ukraine-Krise. Bleiben wir beieinander und suchen eine friedliche 🕊 Lösung in diesem Konflikt. Alles andere würde bedeuten, wir hätten nicht aus der Geschichte gelernt. Die Situation ist nicht vergleichbar, erinnert aber fatal an die Annexion Österreichs infolge dessen schon einmal ein verheerender Weltkrieg in Europa begonnen hat. Mögen wir es diesmal verhindern und machen wir uns weiter keine Illusionen, mit wem wir es da in Moskau zu tun haben. Die jetzige Situation hat Putin seit langer Zeit vorbereitet.

🙏 an @manfred.weber, dass er heute in #Litauen der #Bundeswehr für ihren Einsatz gedankt hat.

🤜 #Einigkeit und #Recht und #Freiheit 🤛
@cducsubt @merzcdu @junge_union
10 Wo.",2022-02-22,0,"Sonstiges","bild","gebastelt","Ukraine",NA,4,"meinung_teilen",NA,2022-02-22 10:31:31
"95","Heute ist der Internationale #TagderMuttersprache 🗣
Welche ist eure Lieblingssprache?","2022-02-21T10:15:45","Publicación de Instagram",225,14,NA,NA,2,0,"2022-02-21","10:15:45","ist der In","https://www.instagram.com/p/CaP1Q5WKeR2/","Heute ist der Internationale #TagderMuttersprache 🗣
Welche ist eure Lieblingssprache?
10 Wo.",2022-02-21,2,"Unterseiteworter","inzwischen","gebastelt","Sonstiges","Tag der Muttersprache",1,"Ephemeriden",NA,2022-02-21 10:15:45
"96","🚨immer wieder #Wetterwarnung in Deutschland 🇩🇪
#Ylenia, #Zeynep und #Antonia hielten uns im ganzen Land am Wochenende in Atem. Danke allen Einsatzkräften 💪 die unermüdlich im Einsatz waren – und aufgrund der anhaltend stürmischen Wetterlage weiterhin in Alarmbereitschaft sind. 🙏 #Danke!","2022-02-21T08:22:11","Publicación de Instagram",163,5,NA,NA,0,0,"2022-02-21","08:22:11"," wieder #W","https://www.instagram.com/p/CaPoRHtKd2I/","🚨immer wieder #Wetterwarnung in Deutschland 🇩🇪
#Ylenia, #Zeynep und #Antonia hielten uns im ganzen Land am Wochenende in Atem. Danke allen Einsatzkräften 💪 die unermüdlich im Einsatz waren – und aufgrund der anhaltend stürmischen Wetterlage weiterhin in Alarmbereitschaft sind. 🙏 #Danke!
10 Wo.",2022-02-21,0,"Unterseiteworter","inzwischen","gebastelt","Gesellschaft","Sturmtief",1,"danke",NA,2022-02-21 08:22:11
"97","Die #Unionsfraktion bereitet sich mit einem Impfkonzept auf mögliche weitere #Corona-Wellen im Herbst vor. Zentraler Bestandteil unseres Konzepts ist neben dem abgestuften #Impfmechanismus und einer verstärkten #Impfkampage ein #Impfregister.

Gern können wir bei meiner nächsten #Bürgersprechstunde am 03. März darüber sprechen.

#impfenrettetleben #impfenschützt

CDU/CSU-Bundestagsfraktion","2022-02-20T10:00:18","Publicación de Instagram",204,8,NA,NA,4,2,"2022-02-20","10:00:18","nionsfrakt","https://www.instagram.com/p/CaNOsy2KAwK/","Die #Unionsfraktion bereitet sich mit einem Impfkonzept auf mögliche weitere #Corona-Wellen im Herbst vor. Zentraler Bestandteil unseres Konzepts ist neben dem abgestuften #Impfmechanismus und einer verstärkten #Impfkampage ein #Impfregister.

Gern können wir bei meiner nächsten #Bürgersprechstunde am 03. März darüber sprechen.

#impfenrettetleben #impfenschützt

CDU/CSU-Bundestagsfraktion
10 Wo.",2022-02-20,2,"Infografik","worter","gebastelt","CORONA","Schutzkonzept der CDU",1,"meinung_teilen",NA,2022-02-20 10:00:18
"98","😓 Am 19. Februar 2020 verloren zehn Menschen in #Hanau auf brutalste Weise ihr Leben.
#Rassismustötet

Die Erinnerung ist Auftrag für jeden in unserem Land, Hass und Hetze jeden Tag entschieden entgegenzutreten. Denn der rechtsradikale Terror war auch ein Anschlag auf uns alle.
Nur wer in #Sicherheit lebt, kann auch in #Freiheit leben.🗽 

Unser Mitgefühl gilt den Hinterbliebenen. 🙏🕯 #Hanau1902 #saytheirnames","2022-02-19T10:01:02","Publicación de Instagram",232,12,NA,NA,1,2,"2022-02-19","10:01:02","9. Februar","https://www.instagram.com/p/CaKp_T1qeon/","😓 Am 19. Februar 2020 verloren zehn Menschen in #Hanau auf brutalste Weise ihr Leben.
#Rassismustötet

Die Erinnerung ist Auftrag für jeden in unserem Land, Hass und Hetze jeden Tag entschieden entgegenzutreten. Denn der rechtsradikale Terror war auch ein Anschlag auf uns alle.
Nur wer in #Sicherheit lebt, kann auch in #Freiheit leben.🗽

Unser Mitgefühl gilt den Hinterbliebenen. 🙏🕯 #Hanau1902 #saytheirnames
10 Wo.",2022-02-19,1,"text","worter","gebastelt","Erinnerungskultur",NA,2,"erinnen",NA,2022-02-19 10:01:02
"99","Diese Woche im Deutschen #Bundestag:
Am Donnerstag durfte ich meine 2. Rede im #Parlament halten zur Perspektive der Lehrerausbildung in Deutschland 🇩🇪 
Hier mein Redebeitrag zum Nachschauen in der Bundestagsmediathek:
https://dbtg.tv/cvid/7533750

Am Freitag habe ich mich im Parlament mit dem Geschäftsführer des 🕎#ZentralratderJuden, Herrn Botmann getroffen. Zentraler Punkt unseres Gesprächs war das jüdische Leben in Deutschland und die Integrationsleistung der jüdischen Religionsgemeinschaft. ✡️","2022-02-19T07:00:36","Publicación de Instagram",334,47,NA,NA,2,0,"2022-02-19","07:00:36","Woche im D","https://www.instagram.com/p/CaKVV0rKiYA/","Diese Woche im Deutschen #Bundestag:
Am Donnerstag durfte ich meine 2. Rede im #Parlament halten zur Perspektive der Lehrerausbildung in Deutschland 🇩🇪
Hier mein Redebeitrag zum Nachschauen in der Bundestagsmediathek:
https://dbtg.tv/cvid/7533750

Am Freitag habe ich mich im Parlament mit dem Geschäftsführer des 🕎#ZentralratderJuden, Herrn Botmann getroffen. Zentraler Punkt unseres Gesprächs war das jüdische Leben in Deutschland und die Integrationsleistung der jüdischen Religionsgemeinschaft. ✡️
10 Wo.",2022-02-19,2,"aktivitäten","bild","spontan","Bundestag","Rede",2,"aktivitäten_teilen",NA,2022-02-19 07:00:36
"100","Bei #Wind 🌬 #Sturm 💨 und jedem #Wetter 💦 zur Stelle, wenn Hilfe benötigt wird 🙏 #zeynep","2022-02-19T02:34:26","Publicación de Instagram",162,10,NA,NA,0,0,"2022-02-19","02:34:26","ind 🌬 #Stu","https://www.instagram.com/p/CaJ24W1qvhu/","Bei #Wind 🌬 #Sturm 💨 und jedem #Wetter 💦 zur Stelle, wenn Hilfe benötigt wird 🙏 #zeynep
Bearbeitet · 10 Wo.",2022-02-19,0,"Unterseiteworter","inzwischen","gebastelt","Gesellschaft","Sturmtief",1,"danke",NA,2022-02-19 02:34:26
