"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","datahoraposi","POSTID","datadate","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund"
"164","Herr #Lauterbach, bitte endlich handeln!
Bundesministerium für Gesundheit 🤧","2022-02-01T09:43:34","Publicación de Facebook",697,11,NA,62,1,3,"2022-02-01","09:43:34",2022-02-01 09:43:34,"Lauterbach",2022-02-01,"worter","worter","gebastelt","CORONA","Genesenenstatus",1,"böse"
"165","Bundesministerium für Wirtschaft und Klimaschutz bitte endlich handeln! 🗣","2022-01-31T16:28:55","Publicación de Facebook",610,5,NA,18,0,0,"2022-01-31","16:28:55",2022-01-31 16:28:55,"ministeriu",2022-01-31,NA,NA,NA,NA,NA,NA,NA
"166","Morgen ist es soweit, ich werde 50. 😉
Coronabedingt gibt es keine große Party, die holen wir im Sommer nach. Versprochen!

Trotzdem möchte ich bereits jetzt mit euch etwas feiern 🙌 und bitte um Spenden für ganz wunderbare ehrenamtliche Projekte in den Bereichen Kunst, Natur, Kirche, Gemeinschaft und Sport im #Wahlkreis160.
Im untenstehenden Link werden alle Projekte vorgestellt - inklusive Kontonummern und jeweiligem Spendenziel.

#50geburtstag #Spenden statt #Blumen und #Getränke #Ehrenamt unterstützen 

https://www.lars-rohwer.de/spendenaktion-zum-50-geburtstag/zu-meinem-50-geburtstag-wuensche-ich-mir-unterstuetzung-fuer-tolle-projekte-im-wahlkreis","2022-01-31T10:00:47","Publicación de Facebook",702,15,NA,28,0,0,"2022-01-31","10:00:47",2022-01-31 10:00:47," ist es so",2022-01-31,"worter","worter","gebastelt","Spendenaktion",NA,1,"Einladung"
"167","…aber seit dem Sommer letzten Jahres sitzt der Dresdner #Luis Frómeta Compte zu Unrecht in #Kuba 🇨🇺 hinter Gittern. Er hat nur einen Polizeieinsatz gegen eine Demonstration gefilmt. Kurz vor Weihnachten wurde er zu 25 Jahren Haft in einem (Schau-)Prozess verurteilt.
#FreeLuis #FreeKuba #FreeCuba Internationale Gesellschaft für Menschenrechte","2022-01-30T22:00:49","Publicación de Facebook",2196,55,NA,57,7,21,"2022-01-30","22:00:49",2022-01-30 22:00:49,"seit dem S",2022-01-30,"landschaftworter","inzwischen","gebastelt","Partenschaft",NA,1,"Aktion"
"168","Am #Montag ist für viele Familien in Deutschland der #Traum vom #Eigenheim geplatzt. Ohne Vorwarnung ❗️wurde die KfW-Förderung für energieeffiziente Neubauten und Sanierungen vom Bundesministerium für Wirtschaft und Klimaschutz gestoppt.

24.000 bereits gestellte Anträge sind vom #Förderstopp betroffen. Diese Entscheidung hat viel Vertrauen zerstört und schadet am Ende auch dem #Klimaschutz.

‼️ Wir fordern: Der Förderstopp muss rückgängig gemacht und bereits gestellte Anträge bearbeitet werden. Dazu werden wir einen Entschließungsantrag in den #Bundestag einbringen.
Was wir konkret fordern
➡️ https://cducsu.cc/3o849Un

CDU/CSU-Bundestagsfraktion","2022-01-30T10:29:31","Publicación de Facebook",1133,14,NA,73,9,0,"2022-01-30","10:29:31",2022-01-30 10:29:31,"ntag ist f",2022-01-30,"worter","worter","gebastelt","Energie","kfw-Förderstopp",1,"böse"
"169","Seit der letzten Woche gibt es große Aufregung um die Gültigkeit des #Genesenenstatus. Auch ich bin persönlich sehr verärgert über die Art und Weise, wie Herr #Lauterbach dies kommuniziert - oder besser NICHT KOMMUNIZIERT hat.
Deshalb habe ich mich an den Wissenschaftlichen Dienst des #Bundestages gewandt und um eine Einschätzung gebeten, ob diese Delegation an das RKI so geht.

#Fazit: Der Verweis auf eine Homepage des Robert-Koch-Instituts ist #kritisch, #problematisch und mindestens #fragwürdig! Mit dem Verweis auf die Homepage soll “eine kontinuierliche, dem jeweils aktuellen wissenschaftlichen Erkenntnisstand entsprechende Weiterentwicklung der Definition des Genesenennachweis ermöglicht” werden. Gerade weil ich die wissenschaftliche Arbeit des #RKI respektiere, maße ich mir nicht an, es fachlich besser zu wissen. Jedoch bleibt die COVID-19-Schutzmaßnahmen-Ausnahmenverordnung (was für ein Wortungetüm 😩) ein #Eingriff in die #Freiheitsrechte von uns Bürgerinnen und Bürgern. Die Regelung des Nachweises von Geimpft und Genesen bildet die Grundlage für eine Reihe von Konsequenzen für jede einzelne Person von uns. Dies regelt die Bundesregierung nicht selbst, sondern sie überlässt es einer weiteren Stelle, in diesem Fall dem RKI.

Die #Verantwortung dafür muss aber weiterhin beim #Parlament liegen und hier wurden wir Parlamentarier nicht im Vorfeld umfassend informiert. Schlimmer noch, es wurde uns gar nicht angezeigt, dass dies geändert werden könnte, es war ausschließlich die Änderung der Quarantäneregelung kommuniziert worden.

🤜 Mittlerweile ist der Genesenenstatus europaweit bei sechs Monaten geeint, Herr Lauterbach ändern Sie diesen von Ihnen beschrittenen deutschen Sonderweg! 🤛","2022-01-29T17:24:04","Publicación de Facebook",1066,45,NA,108,12,4,"2022-01-29","17:24:04",2022-01-29 17:24:04,"er letzten",2022-01-29,"spontanlars","bild","spontan","CORONA","Genesenenstatus",1,"böse"
"170","„Sei gegen deine Freunde, ob sie Glück oder Unglück haben, immer derselbe.“

Periander","2022-01-28T23:00:09","Publicación de Facebook",579,10,NA,6,0,0,"2022-01-28","23:00:09",2022-01-28 23:00:09,"egen deine",2022-01-28,NA,NA,NA,NA,NA,NA,NA
"171","Man soll ja immer an den Dingen dran bleiben.

Eine Woche Bearbeitungszeit hat die #Bundesregierung bei schriftlichen Einzelanfragen. Pünktlich habe ich nun die Antwort zu den ⛽️ Benzin- und Dieselpreisen bekommen, die aber in keiner Weise befriedigend ist, sondern mit allgemeinen Informationen abspeist. Bei einem realen Anstieg der CO2-Abgabe um 1,4Cent sind Steigerungen um bis zu 20Cent - draußen an der Tankstelle - nicht OK. Da muss die Bundesregierung genauer hinschauen und sich die Preiskalkulation von den Mineralölgesellschaften vorlegen lassen.

Ich bleibe am Thema dran. 🤞","2022-01-28T13:16:40","Publicación de Facebook",864,17,NA,17,0,0,"2022-01-28","13:16:40",2022-01-28 13:16:40,"ll ja imme",2022-01-28,NA,NA,NA,NA,NA,NA,NA
"172","💶 60 Mrd. Euro Kreditermächtigungen will die Ampel 🚥 an der #Schuldenbremse vorbeischmuggeln.
Dabei steht sie doch im #Grundgesetz ❗️

Dieser Nachtragshaushalt ist verfassungsrechtlich fragwürdig! Daher klage ich zusammen mit den anderen Abgeordneten der CDU/CSU-Bundestagsfraktion in Karlsruhe. ⚖","2022-01-28T00:00:29","Publicación de Facebook",654,11,NA,35,1,0,"2022-01-28","00:00:29",2022-01-28 00:00:29,"rd. Euro K",2022-01-28,"symboleworter","worter","gebastelt","Haushalt","Klage",1,"böse"
"173","Fertsch! - Die 1. Rede im Deutschen #Bundestag steht. Heute gg. 12.40 Uhr ⏰ geht es in die Bütt. Thema: #Milieuschutz","2022-01-27T16:21:29","Publicación de Facebook",1390,86,NA,241,24,1,"2022-01-27","16:21:29",2022-01-27 16:21:29,"h! - Die 1",2022-01-27,"aktivitäten","bild","spontan","Bundestag","Wohnung",1,"aktivitäten_teilen"
"174","#weRemember #NieWieder
#Antisemitismus #wirErinnern
#wirGedenken #DresdenGedenken","2022-01-27T15:29:16","Publicación de Facebook",448,15,NA,1,0,0,"2022-01-27","15:29:16",2022-01-27 15:29:16,"ember #Nie",2022-01-27,"Unterseiteworter","inzwischen","profesional","Erinnerungskultur",NA,1,"erinnen"
"175","#WeRemember","2022-01-26T23:44:32","Publicación de Facebook",466,5,NA,1,0,0,"2022-01-26","23:44:32",2022-01-26 23:44:32,"ember",2022-01-26,NA,NA,NA,NA,NA,NA,NA
"176","#weRemember #NieWieder #wirgedenken 
#dresdengedenken","2022-01-26T22:00:30","Publicación de Facebook",803,46,NA,8,0,0,"2022-01-26","22:00:30",2022-01-26 22:00:30,"ember #Nie",2022-01-26,"spontanlars","bild","spontan","Erinnerungskultur",NA,1,"erinnen"
"177","Meine 1. Frage 🙋🏻‍♂️ an die #Bundesregierung

Letze Woche habe ich die Bundesregierung gefragt, wie es sich aus ihrer Perspektive den gestiegenen Tankpreisen ⛽️ seit Anfang des Jahres verhält. Die CO2-Abgabe hat sich zum 1. Januar 2022 um lediglich 1,5Cent erhöht, aber 20Cent und mehr war an den Zapfsäulen zu zahlen. ❓ Wie dies erklärbar ist und wer diese Preisentwicklung kontrolliert, habe ich die Bundesregierung gefragt. ⁉️

❗️ Noch diese Woche müssten wir die Antwort haben ‼️

#vollerEnergie im #Bundestag #Wahlkreis160","2022-01-26T11:14:06","Publicación de Facebook",1709,90,NA,142,7,2,"2022-01-26","11:14:06",2022-01-26 11:14:06,"1. Frage 🙋",2022-01-26,NA,NA,NA,NA,NA,NA,NA
"178","Viele Fragen zum #Förderstopp der 🚥 im zuständigen Ausschuss des #Bundestages.

Diese missliche Situation muss schnellstmöglich behoben werden, um angeschobene Projekte von #Familien und Investoren wieder an den Start zu bringen. Die #Vollbremsung muss unbedingt wieder aufgehoben werden, damit #Baupreissteigerung von den #Bauwilligen im Griff behalten werden können.

#Ampelausfall","2022-01-26T04:34:10","Publicación de Facebook",611,5,NA,48,1,0,"2022-01-26","04:34:10",2022-01-26 04:34:10,"Fragen zum",2022-01-26,NA,NA,NA,NA,NA,NA,NA
"179","Angesichts des sofortigen #Förderstopps der Ampelregierung für energieeffizientes #Bauen habe ich zahlreiche Rückmeldungen von Bürgerinnen und Bürgern aus dem Wahlkreis bekommen. Viele haben sich an uns gewandt, da sie gerade am Bauen sind und anders geplant haben.
 
Bundeswirtschaftsminister #Habeck muss diesen abrupten Förderstopp aufheben!
 
Die Entscheidung der Ampelregierung zum sofortigen Abbruch des Förderprogramm für energieeffiziente Gebäude ist ein fatales Signal für den #Klimaschutz, die Planungssicherheit von Bauvorhaben und vielen #Familien, die derzeit ihren Traum vom eigenen Haus verwirklichen. 

Das #KfW-Programm für Effizienzhäuser, das Bundesminister Habeck nun eingestellt hat, leistet einen wichtigen Beitrag für den Klimaschutz. Anstatt die Mittel weiter auszubauen, stoppt ausgerechnet ein grüner Wirtschaftsminister das Förderprogramm. In Zeiten explodierender Bau- und Materialkosten haben es Bauherren und junge Familie, die sich ihren Traum vom Eigenheim verwirklichen ohnehin schon schwer genug. Wenn nun auch noch die kalkulierte KfW-Förderung unangekündigten über Nacht wegfällt, ist das für die private und finanzielle Planung fatal.","2022-01-25T16:54:25","Publicación de Facebook",1020,11,NA,50,9,0,"2022-01-25","16:54:25",2022-01-25 16:54:25,"chts des s",2022-01-25,NA,NA,NA,NA,NA,NA,NA
"180","„Denn es ist nicht genug, einen guten Kopf zu haben; die Hauptsache ist,
ihn richtig anzuwenden.“

René Descartes","2022-01-23T22:03:40","Publicación de Facebook",558,3,NA,0,0,0,"2022-01-23","22:03:40",2022-01-23 22:03:40,"es ist nic",2022-01-23,NA,NA,NA,NA,NA,NA,NA
"181","Gegen die Omikron-Welle anzuimpfen werden wir ohnehin nicht mehr schaffen, dafür ist es zu spät. Wir werden die Menschen auch nicht ausschließlich mit einer Pflicht erreichen, sondern wir müssen sie im Gespräch überzeugen. Ich werde in diesen Gesprächen klar Position beziehen, ich stehe für das Impfen, ich vertraue der Wissenschaft. Aber mit einer Pflicht erreichen wir das Gegenteil.","2022-01-23T08:12:23","Publicación de Facebook",1424,62,NA,173,10,1,"2022-01-23","08:12:23",2022-01-23 08:12:23,"die Omikro",2022-01-23,NA,NA,NA,NA,NA,NA,NA
"182","Im November/Dezember 2021 sind viele Menschen trotz zweifacher Impfung an der Delta-Variante des Virus erkrankt. Viele haben mir gesagt, ohne die Impfung wäre es nicht durchzustehen gewesen. Die präventive Wirkung hat funktioniert. Diejenigen hatten nun einen Genesenenstatus bis Mai/Juni 2022, seit dem 15. Januar ist dies anders. Dies sorgt verständlicherweise für Unmut in der Bevölkerung. Genesene verlieren nun sofort nach drei Monaten ihren Status, eine Stichtagsregelung wäre besser gewesen, Herr #Lauterbach.

Viele gutmütige Menschen empfinden das als Willkür in der aktuellen Corona-Politik - kurz vor den Winterferien im Februar müssen sie nochmal mit „altem“ mRNA-Impfstoff boostern. 

Vermutlich ist im Mai der „neue“ mRNA-Impfstoff - der auf #Omikron angepasst ist - am Start und dann wäre diese Impfung anknüpfend an die Genesung die logische Entscheidung. Der #Aktionismus von Karl Lauterbach führt nicht zu mehr Vertrauen in staatliches Agieren in der Pandemie.","2022-01-22T23:30:40","Publicación de Facebook",1282,39,NA,125,58,2,"2022-01-22","23:30:40",2022-01-22 23:30:40,"ember/Deze",2022-01-22,"worter","worter","gebastelt","CORONA","Genesenenstatus",1,"böse"
"183","“Wie viel Arbeit es ist,
es einfach zu machen.”

Philipp Keel","2022-01-22T22:30:02","Publicación de Facebook",502,1,NA,0,0,0,"2022-01-22","22:30:02",2022-01-22 22:30:02,"iel Arbeit",2022-01-22,NA,NA,NA,NA,NA,NA,NA
"184","So, der CDU-#Bundesparteitag war ziemlich erfolgreich aus sächsischer Sicht. Wir haben die Wahlniederlage mit einer #Neuaufstellung beantwortet.
Genug gejammert, jetzt wird wieder angegriffen.

#Deutschland braucht konservative Ideen, die das Bewahrenswerte erhalten und Modernes zulassen, wo Veränderungen nötig sind.

Herzlichen Glückwunsch 💐 an Ministerpräsident Michael Kretschmer zur Wahl als Stellvertretender Bundesvorsitzender und Jessica Heller für ein super 👍 Ergebnis in den #Bundesvorstand.

#teamCDU #CDUPT22 So geht sächsisch.","2022-01-22T14:17:39","Publicación de Facebook",0,46,NA,134,7,1,"2022-01-22","14:17:39",2022-01-22 14:17:39,"r CDU-#Bun",2022-01-22,"worter","worter","gebastelt","CDU","Bundesparteitag",1,"Glückwunsch"
"185","Herzlichen Glückwunsch 💐 Friedrich #Merz! Fast 95% - die CDU startet wieder.

Auch mit Emotionen 😅😉😁","2022-01-22T04:43:00","Publicación de Facebook",507,14,NA,66,2,0,"2022-01-22","04:43:00",2022-01-22 04:43:00,"chen Glück",2022-01-22,NA,NA,NA,NA,NA,NA,NA
"186","Jetzt ❗️ Komm ins #teamCDU

In diesem Moment startet der Bundesparteitag der #CDU - sei live dabei auf CDU.TV und auf Phoenix - #CDUPT22","2022-01-22T01:30:20","Publicación de Facebook",370,6,NA,1,0,0,"2022-01-22","01:30:20",2022-01-22 01:30:20,"❗️ Komm in",2022-01-22,"worter","worter","gebastelt","CDU","Bundesparteitag",1,"aktivitäten_teilen"
"187","Heute ‼️ Bundesparteitag der #CDU

Wir starten wieder durch mit der #Neuwahl des Vorstandes. #Merz #teamCDU #CDUPT22 

Ab 09.30 Uhr auf CDU.TV und bei Phoenix.","2022-01-21T23:00:51","Publicación de Facebook",542,16,NA,7,0,0,"2022-01-21","23:00:51",2022-01-21 23:00:51,"‼️ Bundesp",2022-01-21,"worter","worter","gebastelt","CDU","Bundesparteitag",1,"aktivitäten_teilen"
"188","Bürgersprechstunde #Wahlkreis160","2022-01-21T09:39:02","Publicación de Facebook",259,NA,NA,NA,NA,NA,"2022-01-21","09:39:02",2022-01-21 09:39:02,"sprechstun",2022-01-21,NA,NA,NA,NA,NA,NA,NA
"189","Bürgersprechstunde #Wahlkreis160","2022-01-21T09:30:09","Publicación de Facebook",380,NA,NA,NA,NA,NA,"2022-01-21","09:30:09",2022-01-21 09:30:09,"sprechstun",2022-01-21,NA,NA,NA,NA,NA,NA,NA
"190","Bürgersprechstunde #Wahlkreis160","2022-01-21T09:10:09","Publicación de Facebook",265,NA,NA,NA,NA,NA,"2022-01-21","09:10:09",2022-01-21 09:10:09,"sprechstun",2022-01-21,NA,NA,NA,NA,NA,NA,NA
"191","Bürgersprechstunde #Wahlkreis160","2022-01-21T09:06:37","Publicación de Facebook",261,NA,NA,NA,NA,NA,"2022-01-21","09:06:37",2022-01-21 09:06:37,"sprechstun",2022-01-21,NA,NA,NA,NA,NA,NA,NA
"192","#teamCDU #CDUPT22","2022-01-21T08:53:48","Publicación de Facebook",472,5,NA,13,3,0,"2022-01-21","08:53:48",2022-01-21 08:53:48,"DU #CDUPT2",2022-01-21,"worter","worter","gebastelt","CDU",NA,1,"überzeugen"
"193","👍 Guten Nachrichten aus dem #Sachsenforst. 🌳🌲🌳","2022-01-21T03:01:50","Publicación de Facebook",615,10,NA,31,0,0,"2022-01-21","03:01:50",2022-01-21 03:01:50,"n Nachrich",2022-01-21,NA,NA,NA,NA,NA,NA,NA
"194","„Der Reichtum des Lebens besteht aus vergessenen,
aber gemeinsamen Erinnerungen.“

Cesare Pavese","2022-01-20T22:06:54","Publicación de Facebook",500,8,NA,0,0,0,"2022-01-20","22:06:54",2022-01-20 22:06:54,"eichtum de",2022-01-20,NA,NA,NA,NA,NA,NA,NA
"195","„Alle Dinge beginnen
in der Ewigkeit und
hören dort auf.“

David Bowie","2022-01-19T22:10:45","Publicación de Facebook",309,7,NA,1,0,0,"2022-01-19","22:10:45",2022-01-19 22:10:45,"Dinge begi",2022-01-19,NA,NA,NA,NA,NA,NA,NA
"196","Vielen Dank 🙏 für das wunderbare Team-Work für eine gute Sache. 👍
#FreeLuis #Kuba 🇨🇺 #FreeKuba","2022-01-19T12:52:30","Publicación de Facebook",757,16,NA,26,2,0,"2022-01-19","12:52:30",2022-01-19 12:52:30," Dank 🙏 fü",2022-01-19,NA,NA,NA,NA,NA,NA,NA
"197","💨 1.000 Meter haben wir im Koalitionsvertrag für Sachsen vereinbart und nun wird es auch so umgesetzt. 🌬 Das schafft eine klare Planungsperspektive für die Branche. 🤍💚","2022-01-18T08:01:53","Publicación de Facebook",567,3,NA,23,0,0,"2022-01-18","08:01:53",2022-01-18 08:01:53,"0 Meter ha",2022-01-18,NA,NA,NA,NA,NA,NA,NA
"198","#Menschenrechte sind universell.
Gestern kam die Entscheidung, #Freispruch für Mesale Tolu. Endlich. Ihre Geschichte und die von zwei anderen Frauen erzählt das #auslandsjournal von letzter Woche. Es wird auch glaubwürdig von der schwierigen Arbeit der deutschen Diplomatie im Ausland berichtet.

Diktaturen arbeiten immer gleich, einschüchtern, verleumden, Menschen brechen. Deshalb engagiere ich mich für den Dresdner Fall von Luis #Frómeta Compte, der unschuldig in #Kuba 🇨🇺 inhaftiert ist und nach einem nicht rechtsstaatlichen (Schau-)Prozess zu 25 Jahren Haft verurteilt wurde. Wir werden nicht ruhen, bis er frei kommt. #FreeLuis

Internationale Gesellschaft für Menschenrechte #IGfM","2022-01-17T23:30:48","Publicación de Facebook",761,18,NA,5,0,0,"2022-01-17","23:30:48",2022-01-17 23:30:48,"henrechte ",2022-01-17,NA,NA,NA,NA,NA,NA,NA
"199","“Sieh, dass du Mensch bleibst. Mensch sein ist vor allem die Hauptsache. Und das heißt: Fest und heiter sein, ja, heiter trotz allem.”

Rosa Luxemburg","2022-01-17T22:03:31","Publicación de Facebook",738,12,NA,16,1,0,"2022-01-17","22:03:31",2022-01-17 22:03:31," dass du M",2022-01-17,NA,NA,NA,NA,NA,NA,NA
"200","Kurzer Rückblick mit unserem Fraktionschef auf die Woche im #Bundestag. 🙋🏻‍♂️","2022-01-17T15:18:14","Publicación de Facebook",238,3,NA,4,0,0,"2022-01-17","15:18:14",2022-01-17 15:18:14," Rückblick",2022-01-17,NA,NA,NA,NA,NA,NA,NA
"201","“Freiheit ist das Recht, anderen zu sagen, was sie nicht hören wollen.”

George Orwell","2022-01-16T22:01:34","Publicación de Facebook",693,18,NA,0,0,0,"2022-01-16","22:01:34",2022-01-16 22:01:34,"eit ist da",2022-01-16,NA,NA,NA,NA,NA,NA,NA
"202","Diese Woche im #Bundestag 🤷🏻‍♂️","2022-01-14T03:11:11","Publicación de Facebook",414,1,NA,22,0,0,"2022-01-14","03:11:11",2022-01-14 03:11:11,"Woche im #",2022-01-14,NA,NA,NA,NA,NA,NA,NA
"203","Gute Aktion des Friseur 💇🏻‍♂️ 💇‍♀️ Handwerks und der Kosmetiker, die ich gern aus der Ferne aus Berlin unterstützt habe.
Meine Mitarbeiter waren mit vor Ort.","2022-01-13T12:45:15","Publicación de Facebook",592,7,NA,32,0,0,"2022-01-13","12:45:15",2022-01-13 12:45:15,"ktion des ",2022-01-13,NA,NA,NA,NA,NA,NA,NA
"204","Bitte komplett lesen und durch den Kopf gehen lassen. Ich teile nicht nur, sondern teile die Ansicht auch. 💪👌
Haltung zeigen","2022-01-09T04:29:14","Publicación de Facebook",3499,51,NA,1486,116,20,"2022-01-09","04:29:14",2022-01-09 04:29:14,"komplett l",2022-01-09,NA,NA,NA,NA,NA,NA,NA
"205","🙏 SAT.1 Frühstücksfernsehen für diesen engagierten Beitrag 👍 #FreeLuis #Kuba 🇨🇺

Bitte teilen. ⤴️

https://www.sat1.de/tv/fruehstuecksfernsehen/video/2021501-25-jahre-gefaengnis-fuer-ein-handyvideo-clip","2022-01-05T02:29:18","Publicación de Facebook",0,16,NA,79,2,1,"2022-01-05","02:29:18",2022-01-05 02:29:18,"1 Frühstüc",2022-01-05,NA,NA,NA,NA,NA,NA,NA
"206","Morgen früh geht es im SAT.1 Frühstücksfernsehen um #Luis Frómeta Compte, ein Dresdner mit 🇩🇪 und 🇨🇺 Staatsbürgerschaft, der in meinen Augen unrechtmäßig in Kuba im Gefängnis sitzt.
Er hat nur einen Polizeieinsatz gegen eine Demonstration im Sommer 2021 mit dem Handy gefilmt und wurde dafür verhaftet.
Kurz vor Weihnachten kam das Unrechts-Urteil:
25 Jahre Haft. 😤

Ich unterstütze die Familie gemeinsam mit dem Integrations- und Ausländerbeirat der Stadt Dresden und Victor Vincze. Wir hoffen, dass es weitere Unterstützer geben wird.

#FreeLuis Internationale Gesellschaft für Menschenrechte","2022-01-04T12:51:03","Publicación de Facebook",3471,141,NA,461,27,28,"2022-01-04","12:51:03",2022-01-04 12:51:03," früh geht",2022-01-04,"aktivitäten","bild","spontan","Partenschaft","Medien",1,"Aktion"
"207","🤗 Kommt gut 😊 und fröhlich 😀
ins neue Jahr 🙋🏻‍♂️","2021-12-31T03:13:16","Publicación de Facebook",723,19,NA,4,0,0,"2021-12-31","03:13:16",2021-12-31 03:13:16,"t gut 😊 un",2021-12-31,NA,NA,NA,NA,NA,NA,NA
"208","👉 Morgen lege ich das Amt des Vorsitzenden im 1. Untersuchungsausschuss der 7. Wahlperiode im Sächsischen Landtag nieder. Hier ist mein Zwischenfazit 👇 zum Nachlesen.

#wahlaufstellungsversagen #afd #untersuchungsausschuss #landtag #sachsen

https://www.lars-rohwer.de/aktuelles/2021/plenum-saechsischer-landtag-22-12-2021-zwischenbericht-zum-1-untersuchungsausschuss-der-7-wahlperiode","2021-12-29T23:00:35","Publicación de Facebook",0,22,NA,236,9,1,"2021-12-29","23:00:35",2021-12-29 23:00:35,"en lege ic",2021-12-29,NA,NA,NA,NA,NA,NA,NA
"209","Gute Idee 👍 
Mit neuen Vorsätzen ins neue Jahr 🤗","2021-12-27T14:24:58","Publicación de Facebook",398,5,NA,4,0,0,"2021-12-27","14:24:58",2021-12-27 14:24:58,"dee 👍 
Mit",2021-12-27,NA,NA,NA,NA,NA,NA,NA
"210","🙏 Ihr seid die Helden unserer Feiertage 👏👏👏","2021-12-25T08:16:12","Publicación de Facebook",809,24,NA,9,0,1,"2021-12-25","08:16:12",2021-12-25 08:16:12,"seid die H",2021-12-25,NA,NA,NA,NA,NA,NA,NA
"211","Wie kann ich „Licht“ in den diesjährigen Weihnachtsgruss „hineinschreiben“? Ein Licht, das hell leuchtend Kraft und Orientierung in der dunklen Jahreszeit schenkt? Mit einem goldenen Briefbogen, einem glitzernden Umschlag oder Buchstaben in Leuchtschrift?

Ich überlege und habe mich auf die Treppen unserer Kirche gestellt und das Licht mit meinen Augen gesucht. Benachbart strahlt auf dem Altmarkt ein stattlicher Weihnachtsbaum sein Licht aus. Pandemiebedingt ohne Weihnachtsmarkttrubel, Mandelduft und Geselligkeit ist es ruhiger als in den Jahren zuvor. Nichtsdestotrotz laufen Menschen durch das Stadtzentrum am Weihnachtslicht des Baumes und an der Kreuzkirche Dresden vorbei. Einzelhändler beleuchten die Schaufenster ihrer Geschäfte. Kinder rennen laufend ihren mit Taschen vollbepackten Eltern hinterher. Sie haben ein Leuchten in den Augen.

Mein Blick schweift weiter am Kirchturm der #Kreuzkirche empor. Dunkel sieht er aus, verwittert ist sein Sandstein von Regen und Wind. Hinter mir stehen die Türen des Haupteingangs weit offen. Aus dem Inneren der Kirche strahlen mir die großen Pusteblumenleuchter ihr freundliches Licht entgegen.

DAS ist mein Moment des Nachdenkens in vorweihnachtlicher Stille, und ich muss ein bisschen schmunzeln, denn längst Erfahrenes hat mich der Blick in das Kirchenschiff wieder bewusstwerden lassen: Auf das Glitzern im Außen kommt es kaum an. Es zählt das Licht im Inneren; in jedem Menschen, in jeder guten Tat. Kein goldener Briefbogen also, sondern warme Worte. Kein glitzernder Umschlag, sondern eine Umarmung im wörtlichen Sinne. Keine Leuchtschrift, sondern Botschaften mit Strahlkraft. Mit diesem Weihnachtsgruss möchte ich an das Licht erinnern, welches wir alle in uns tragen und das uns das Dunkel hell werden lässt.

„Mache dich auf, werde Licht; denn dein Licht kommt und die Herrlichkeit des Herrn geht auf über dir!“ (Jesaja, 60,1)
 
Ich wünsche eine gesegnete Weihnachtszeit und freuen wir uns auf das vor uns liegende Jahr. 🙋🏻‍♂️

#weihnachten2021 #Dresden #allesGute 🍀","2021-12-23T22:30:28","Publicación de Facebook",939,42,NA,15,1,1,"2021-12-23","22:30:28",2021-12-23 22:30:28,"nn ich „Li",2021-12-23,"symbole","bild","profesional","Religiön","Weinachten Glückwunsch",1,"Glückwunsch"
"212","Wir alle freuen uns auf Weihnachten 🎄
Für #Luis Frómeta wird es lange kein Fest in Freiheit geben. Heute kam das Urteil…
25 Jahre 🥶 Gefängnis 😰 in #Kuba 🇨🇺 

Für seine Familie, seine Frau und die Töchter heißt das 25 Jahre ohne ihn und immer bangen, dass er in kubanischer Haft gesund bleibt.
Kuba 🇨🇺 ist ein Unrechtsstaat.￼

Als ich die politische Patenschaft für ihn übernommen habe, ahnte ich schon, dass dies mich länger beschäftigen könnte. Es ist mir weiter wichtig, weil eine Ehefrau ihren Mann, zwei Töchter ihren Vater und wir Dresdner einen von uns vermissen. Luis Frómeta Compte wurde willkürlich verhaftet und sitzt nun als politischer Gefangener im Gefängnis. 

Alles was ich bisher weiß, hat er keinen rechtsstaatlichen Prozess in Havanna erhalten. Als sein Bruder vor Gericht für ihn aussagen wollte, wurde er ebenfalls sofort verhaftet.
Ich werde mich weiter für Luis Frómeta im Rahmen meiner Möglichkeiten als Bundestagsabgeordneter einsetzen, damit er hoffentlich bald zurück in Deutschland 🇩🇪 sein kann.

#freeluis #freekuba #Menschenrechte","2021-12-23T09:52:35","Publicación de Facebook",1495,39,NA,128,5,0,"2021-12-23","09:52:35",2021-12-23 09:52:35,"le freuen ",2021-12-23,NA,NA,NA,NA,NA,NA,NA
